item,11F(MARY),11H(ANTONY ABBOT),11H(ANTONY OF PADUA),11H(AUGUSTINE),11H(DOMINIC),11H(FRANCIS),11H(JEROME),11H(JOHN THE BAPTIST),11H(JOHN),11H(JOSEPH),11H(PAUL),11H(PETER),11H(SEBASTIAN),11H(STEPHEN),11HH(BARBARA),11HH(CATHERINE),11HH(MARY MAGDALENE),John Baptist - Child,John Baptist - Dead,set
132081026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
1320940422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
1321727762,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
132293470,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,train
132445194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1326175617,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1327922962,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
1328096782,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
1331934942,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,train
1333847136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
133466006,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,train
133733011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1345857927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1348487295,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
1349371306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
1351678854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
135350852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1354593180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
13549aa3-6623-48e0-8e4d-e4310a194f63_afcec57d-5864-4bc7-b251-8311b60501a5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1357204909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1359feb4-a73d-4d15-ac79-2009b409d922_e7d138d0-b2bc-4278-a813-c772f4eb2747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1362508944,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1366215830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1374807709,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,train
137586410,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,train
1375985076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
1377982236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1379577759,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
138037210,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1381881695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1382932500,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1383447250,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,train
1385466955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
1385b91b-a09a-4076-b2e1-d5a6a64ff0aa_595746ef-5624-4194-8b84-73d3ba607487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1386551063,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
1387788299,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
139275142,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
1397273828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1398940019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
13b53b14-2396-471a-8b0f-817359bb77ee_d28fcd0c-64ff-4077-bf61-a1bd4547749b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
13ef52ab-6b14-437d-bb72-392814a7593b_ffa187dc-4a45-4285-b7d7-e23c99d090f5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
13f4beab-b156-4d23-a6c9-b38d664504e0_b16f0a4a-e20c-4bff-8068-a57f1d558101,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1401204817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
1402301465,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,train
1405036163,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,train
140592337,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,train
1410930553,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
1414233929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1416920107,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
142015265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
1421705001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
1423991129,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
1427654782,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1428165947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1430031687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
1431243877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
1436213248,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,train
1436762948,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,train
143719545,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
1440147397,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
1440873152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1440be17-8f60-4b8d-b5ad-719200770e22_008df049-bf4c-46a4-b077-cccdf8828843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1441550309,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
1442bfc1-c5ad-490a-8ce9-d3552b147019_11c0dfea-67e2-497f-a912-ed4add916965,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
144991056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1450675389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
1451258683,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,train
1453119194,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
145498204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,train
1455754536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
1456107295,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,train
1459433365,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,train
14618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1467874913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
1468131828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1469186375,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,train
1469986224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1471518523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1472109189,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,train
1477726396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1480244112,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1486230016,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
1488356642,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1488471833,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
1489586181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1489675918,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1492438686,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,train
1495314385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1497010018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1497720747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
1497852814,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
149985161,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
1500089426,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1506267174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
1508962686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
1509696182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,train
1510473466,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1511056178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1511362613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1511735820,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
1517067650,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1517530800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1518075896,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,train
1518303078,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1520893185,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
1523092362,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1524246435,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1524860154,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,train
1526277101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1526752739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
1528785632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1532158631,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
1532167767,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,train
1534639937,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1536227665,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
15368dda-fd9f-458a-a46f-881a80045a35_15b3482b-1c37-4303-8256-735f0dae7e61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
15393725-24b9-4ef1-9aa9-435bd5caaeb7_fc6049d6-3355-46c9-88ec-21a66d2e0fe3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
1540274291,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,train
1540325832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
1540718318,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,train
1541020087,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1544329197,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
1545226048,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
1546361955,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
155013674,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1551215544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
1555041839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
1555489159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1557133211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1557450292,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1561129729,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1562087444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,train
1563c287-60a8-4e49-aac5-5fad40aecdf4_36e43db3-a964-4957-a3e2-745ac02a16d8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,train
1564716568,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
1568738452,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1572555284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
1573023819,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,train
1574023585,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,train
1574946074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
1575606522,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
1576142461,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1576516991,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1577022084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
1577b83d-5aa9-4fd4-80da-c3fd1f6d03e0_32a6961c-5867-4e85-b7b4-1733603b83d7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
1580414018,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
1582948335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
158384905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1585f09d-ec59-4534-949c-da434f5240aa_0d6261e4-a91f-465c-92db-0ef00694c6fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
1588145749,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,train
1592275248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
1593859847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1594210051,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
159694884,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,test
15991860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
1599974624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1601888528,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,train
1603020981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
160567c9-7547-4940-bff5-a77fcb56a984_3a0b07ca-6112-4639-8f63-edb8fa26cc40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
1608397192,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,train
1608858587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
160941068,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1613279842,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
1613897628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1617915939,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
1619866494,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,train
162790052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1630719354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1634104653,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,train
1635246353,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
1635457352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
1635626093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1637972674,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,train
1638676489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1646909163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
1652618411,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
16552982,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1657511716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
165787768,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,train
1658325025,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1660450233,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1665764880,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,test
167161832,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
1674299020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
1676691611,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,train
1676847933,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
1679231980,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1680512477,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1681731836,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,train
1683715888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
1686336744,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1689449564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
1689758289,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,train
1689911828,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,train
1691986388,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1692446410,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1693382188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
1693398152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1693b13d-1222-4caa-9234-2f0a5337c93c_284dac71-9e84-4bf3-a5e3-58499d93fe9a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1695615250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
1697108177,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
169977362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
16de165f-5f9b-4871-bec8-6ef91a746a23_b630846a-084c-4464-8cdd-7c3f2399579d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
16e13ab5-7153-48de-8bf9-46e3f50918c3_7bf9137a-f425-4706-85dc-f5c10e9f8324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
16e3bb62-14ef-4144-8747-598cf93cfe02_8f050877-52a5-4de7-a641-1973532eaf04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
1700307298,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1702131098,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1702879841,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
1704665764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1705486890,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,train
170644419,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
1706669128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
1707567259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1707719179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1707825444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
1708829615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1715708129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
1717654878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1718211701,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,train
1726014878,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
1728023307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1729629385,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
1735089860,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,train
1736230542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1739203651,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
17393369,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1741692303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1742250040,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1742548419,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
174283858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1742dc10-1f71-4948-b83b-950ad0a2fe4d_0d0538b0-1b35-4467-8e69-127e6375e241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
1744385777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1745713112,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
174585773,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,train
1746454301,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
1751353617,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,train
1752448521,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1752544626,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,train
1755108944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1759195875,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,train
176157956,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1764985123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
1767326,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1767398195,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
17697813-2d70-4b15-98a7-7153a89d9df3_1ad69e9a-08ec-46bc-93e2-59e176a633a7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
1770797694,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,train
1772902408,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,train
1775083577,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
1775106250,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
1777770905,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
1778674757,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
1780517617,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,train
1781360424,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
1782894456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
17829985,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1783127225,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
178567107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
1787085086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1795100198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1797176540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
17979661-234a-487e-88c8-3548d1905cdf_1c967e1f-b317-4ddf-86d9-f39689af329a,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
17b980d9-ecf8-44ee-8618-d3892424e85b_c23ab5cb-0ea7-4773-9698-2bae3d9cb5c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
17f45400-df14-4743-9185-de7b8d85734e_c28ddce2-41ae-400a-80a2-ec91278e45da,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
1805867877,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1807947327,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
1808638509,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1808808215,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
1813165724,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1813435344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1814759803,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,train
1817065552,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,val
1818010332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1825736817,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
182589241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
1826648395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
182716826,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
1828079898,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,train
1828219094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1829183635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
1830140537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
1831381132,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,train
1834549a-1850-47b1-a9c6-5e5f281765f0_7ff13946-3657-4ae6-a9df-3ef7d8739c4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
1837014482,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
